tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,PlasmaB,inflammasome,NL→AR,NL,AR,0.043737,0.060639,38.6,↑,0.548595,NS,10/15,5,3,1.0
Blood,PlasmaB,inflammasome,NL→CR,NL,CR,0.043737,0.034317,-21.5,↓,0.764228,NS,9/15,5,3,0.8439150370370371
Blood,PlasmaB,inflammasome,IT→IA,IT,IA,0.067576,0.05725,-15.3,↓,0.904762,NS,11/20,5,4,1.0
Blood,PlasmaB,inflammasome,IA→AR,IA,AR,0.05725,0.060639,5.9,↑,0.857143,NS,7/12,4,3,0.88775525
Blood,PlasmaB,inflammasome,CR→AR,CR,AR,0.034317,0.060639,76.7,↑,0.2,NS,8/9,3,3,0.4142857142857143
Blood,Myeloid,memory_t,NL→IT,NL,IT,0.07966,0.099341,24.7,↑,0.063492,†,18/20,4,5,0.15343900000000002
Blood,Myeloid,memory_t,NL→IA,NL,IA,0.07966,0.092715,16.4,↑,0.342857,NS,12/16,4,4,0.6628568666666667
Blood,Myeloid,memory_t,NL→AR,NL,AR,0.07966,0.098042,23.1,↑,0.057143,†,12/12,4,3,0.3314294
Blood,Myeloid,memory_t,NL→CR,NL,CR,0.07966,0.105215,32.1,↑,0.057143,†,12/12,4,3,0.2367352857142857
Blood,Myeloid,memory_t,IT→IA,IT,IA,0.099341,0.092715,-6.7,↓,0.412698,NS,14/20,5,4,1.0
Blood,Myeloid,memory_t,IA→AR,IA,AR,0.092715,0.098042,5.7,↑,0.4,NS,9/12,4,3,1.0
Blood,Myeloid,memory_t,CR→AR,CR,AR,0.105215,0.098042,-6.8,↓,0.2,NS,8/9,3,3,0.6444444444444445
Blood,CD4_T,memory_t,NL→IT,NL,IT,0.224692,0.318355,41.7,↑,0.150794,NS,20/25,5,5,0.4858917777777778
Blood,CD4_T,memory_t,NL→IA,NL,IA,0.224692,0.316736,41.0,↑,0.190476,NS,16/20,5,4,0.8479538947368422
Blood,CD4_T,memory_t,NL→AR,NL,AR,0.224692,0.332247,47.9,↑,0.25,NS,12/15,5,3,0.6329362777777777
Blood,CD4_T,memory_t,NL→CR,NL,CR,0.224692,0.311885,38.8,↑,0.25,NS,12/15,5,3,0.5576923076923077
Blood,CD4_T,memory_t,IT→IA,IT,IA,0.318355,0.316736,-0.5,↓,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,CD4_T,memory_t,IA→AR,IA,AR,0.316736,0.332247,4.9,↑,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,CD4_T,memory_t,CR→AR,CR,AR,0.311885,0.332247,6.5,↑,0.4,NS,7/9,3,3,0.8285714285714286
Blood,CD8_T,memory_t,NL→IT,NL,IT,0.216397,0.293973,35.8,↑,0.150794,NS,20/25,5,5,0.54662825
Blood,CD8_T,memory_t,NL→IA,NL,IA,0.216397,0.26795,23.8,↑,0.285714,NS,15/20,5,4,0.8950624444444445
Blood,CD8_T,memory_t,NL→AR,NL,AR,0.216397,0.246373,13.9,↑,0.25,NS,12/15,5,3,0.8763733076923077
Blood,CD8_T,memory_t,NL→CR,NL,CR,0.216397,0.300246,38.7,↑,0.25,NS,12/15,5,3,0.6590909090909092
Blood,CD8_T,memory_t,IT→IA,IT,IA,0.293973,0.26795,-8.9,↓,1.0,NS,10/20,5,4,1.0
Blood,CD8_T,memory_t,IA→AR,IA,AR,0.26795,0.246373,-8.1,↓,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,memory_t,CR→AR,CR,AR,0.300246,0.246373,-17.9,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,NK,memory_t,NL→IT,NL,IT,0.080577,0.111802,38.8,↑,0.015873,*,24/25,5,5,0.0920634
Blood,NK,memory_t,NL→IA,NL,IA,0.080577,0.155864,93.4,↑,0.015873,*,20/20,5,4,0.07671950000000001
Blood,NK,memory_t,NL→AR,NL,AR,0.080577,0.115903,43.8,↑,0.035714,*,15/15,5,3,0.12946325
Blood,NK,memory_t,NL→CR,NL,CR,0.080577,0.133463,65.6,↑,0.035714,*,15/15,5,3,0.29592014285714285
Blood,NK,memory_t,IT→IA,IT,IA,0.111802,0.155864,39.4,↑,0.015873,*,20/20,5,4,0.23015850000000002
Blood,NK,memory_t,IA→AR,IA,AR,0.155864,0.115903,-25.6,↓,0.057143,†,12/12,4,3,0.41428675
Blood,NK,memory_t,CR→AR,CR,AR,0.133463,0.115903,-13.2,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,B,memory_t,NL→IT,NL,IT,0.06257,0.108032,72.7,↑,0.055556,†,22/25,5,5,0.2013905
Blood,B,memory_t,NL→IA,NL,IA,0.06257,0.127073,103.1,↑,0.015873,*,20/20,5,4,0.11507925000000001
Blood,B,memory_t,NL→AR,NL,AR,0.06257,0.116768,86.6,↑,0.071429,†,14/15,5,3,0.2317551111111111
Blood,B,memory_t,NL→CR,NL,CR,0.06257,0.116341,85.9,↑,0.035714,*,15/15,5,3,0.17288833333333334
Blood,B,memory_t,IT→IA,IT,IA,0.108032,0.127073,17.6,↑,0.063492,†,18/20,5,4,0.46031700000000003
Blood,B,memory_t,IA→AR,IA,AR,0.127073,0.116768,-8.1,↓,0.228571,NS,10/12,4,3,0.5523799166666666
Blood,B,memory_t,CR→AR,CR,AR,0.116341,0.116768,0.4,↑,1.0,NS,5/9,3,3,1.0
Blood,PlasmaB,memory_t,NL→IT,NL,IT,0.046872,0.078472,67.4,↑,0.420635,NS,17/25,5,5,0.687825052631579
Blood,PlasmaB,memory_t,NL→IA,NL,IA,0.046872,0.081188,73.2,↑,0.285714,NS,15/20,5,4,0.5918361428571429
Blood,PlasmaB,memory_t,NL→AR,NL,AR,0.046872,0.041802,-10.8,↓,1.0,NS,8/15,5,3,1.0
Blood,PlasmaB,memory_t,NL→CR,NL,CR,0.046872,0.096246,105.3,↑,0.25,NS,12/15,5,3,0.6041666666666666
Blood,PlasmaB,memory_t,IT→IA,IT,IA,0.078472,0.081188,3.5,↑,0.904762,NS,11/20,5,4,1.0
Blood,PlasmaB,memory_t,IA→AR,IA,AR,0.081188,0.041802,-48.5,↓,0.114286,NS,11/12,4,3,0.30129945454545454
Blood,PlasmaB,memory_t,CR→AR,CR,AR,0.096246,0.041802,-56.6,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,Myeloid,metabolic_recovery,NL→IT,NL,IT,0.017614,0.013005,-26.2,↓,0.111111,NS,17/20,4,5,0.2148146
Blood,Myeloid,metabolic_recovery,NL→IA,NL,IA,0.017614,0.021757,23.5,↑,1.0,NS,8/16,4,4,1.0
Blood,Myeloid,metabolic_recovery,NL→AR,NL,AR,0.017614,0.017241,-2.1,↓,0.628571,NS,8/12,4,3,0.8285708636363637
Blood,Myeloid,metabolic_recovery,NL→CR,NL,CR,0.017614,0.0181,2.8,↑,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,metabolic_recovery,IT→IA,IT,IA,0.013005,0.021757,67.3,↑,0.412698,NS,14/20,5,4,1.0
Blood,Myeloid,metabolic_recovery,IA→AR,IA,AR,0.021757,0.017241,-20.8,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,metabolic_recovery,CR→AR,CR,AR,0.0181,0.017241,-4.7,↓,0.7,NS,6/9,3,3,0.8458333333333333
Blood,CD4_T,metabolic_recovery,NL→IT,NL,IT,0.01643,0.023323,42.0,↑,0.309524,NS,18/25,5,5,0.7175538235294118
Blood,CD4_T,metabolic_recovery,NL→IA,NL,IA,0.01643,0.02544,54.8,↑,0.285714,NS,15/20,5,4,0.8479538947368422
Blood,CD4_T,metabolic_recovery,NL→AR,NL,AR,0.01643,0.023733,44.4,↑,0.25,NS,12/15,5,3,0.6329362777777777
Blood,CD4_T,metabolic_recovery,NL→CR,NL,CR,0.01643,0.02962,80.3,↑,0.25,NS,12/15,5,3,0.5576923076923077
Blood,CD4_T,metabolic_recovery,IT→IA,IT,IA,0.023323,0.02544,9.1,↑,0.555556,NS,13/20,5,4,0.9717814074074074
Blood,CD4_T,metabolic_recovery,IA→AR,IA,AR,0.02544,0.023733,-6.7,↓,0.628571,NS,8/12,4,3,0.9206350740740741
Blood,CD4_T,metabolic_recovery,CR→AR,CR,AR,0.02962,0.023733,-19.9,↓,0.1,NS,9/9,3,3,0.4833333333333334
Blood,CD8_T,metabolic_recovery,NL→IT,NL,IT,0.025106,0.025261,0.6,↑,0.690476,NS,15/25,5,5,0.9101729090909091
Blood,CD8_T,metabolic_recovery,NL→IA,NL,IA,0.025106,0.026851,7.0,↑,0.555556,NS,13/20,5,4,0.8950624444444445
Blood,CD8_T,metabolic_recovery,NL→AR,NL,AR,0.025106,0.025605,2.0,↑,0.785714,NS,9/15,5,3,1.0
Blood,CD8_T,metabolic_recovery,NL→CR,NL,CR,0.025106,0.029276,16.6,↑,0.571429,NS,10/15,5,3,0.920635611111111
Blood,CD8_T,metabolic_recovery,IT→IA,IT,IA,0.025261,0.026851,6.3,↑,0.904762,NS,11/20,5,4,1.0
Blood,CD8_T,metabolic_recovery,IA→AR,IA,AR,0.026851,0.025605,-4.6,↓,0.857143,NS,5/12,4,3,1.0
Blood,CD8_T,metabolic_recovery,CR→AR,CR,AR,0.029276,0.025605,-12.5,↓,0.4,NS,7/9,3,3,0.58
Blood,NK,metabolic_recovery,NL→IT,NL,IT,0.020895,0.02108,0.9,↑,0.84127,NS,11/25,5,5,0.84127
Blood,NK,metabolic_recovery,NL→IA,NL,IA,0.020895,0.02299,10.0,↑,0.412698,NS,14/20,5,4,0.6649023333333334
Blood,NK,metabolic_recovery,NL→AR,NL,AR,0.020895,0.021687,3.8,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,NK,metabolic_recovery,NL→CR,NL,CR,0.020895,0.024631,17.9,↑,0.25,NS,12/15,5,3,0.5178571428571428
Blood,NK,metabolic_recovery,IT→IA,IT,IA,0.02108,0.02299,9.1,↑,0.555556,NS,13/20,5,4,0.7323238181818182
Blood,NK,metabolic_recovery,IA→AR,IA,AR,0.02299,0.021687,-5.7,↓,0.857143,NS,7/12,4,3,0.9942858800000001
Blood,NK,metabolic_recovery,CR→AR,CR,AR,0.024631,0.021687,-12.0,↓,0.2,NS,8/9,3,3,0.7250000000000001
Blood,B,metabolic_recovery,NL→IT,NL,IT,0.008909,0.021748,144.1,↑,0.036145,*,23/25,5,5,0.2013905
Blood,B,metabolic_recovery,NL→IA,NL,IA,0.008909,0.024475,174.7,↑,0.036546,*,19/20,5,4,0.17663900000000002
Blood,B,metabolic_recovery,NL→AR,NL,AR,0.008909,0.023772,166.8,↑,0.03577,*,15/15,5,3,0.207466
Blood,B,metabolic_recovery,NL→CR,NL,CR,0.008909,0.030644,244.0,↑,0.03577,*,15/15,5,3,0.17288833333333334
Blood,B,metabolic_recovery,IT→IA,IT,IA,0.021748,0.024475,12.5,↑,0.555556,NS,13/20,5,4,1.0
Blood,B,metabolic_recovery,IA→AR,IA,AR,0.024475,0.023772,-2.9,↓,1.0,NS,6/12,4,3,1.0
Blood,B,metabolic_recovery,CR→AR,CR,AR,0.030644,0.023772,-22.4,↓,0.2,NS,8/9,3,3,0.4142857142857143
Blood,PlasmaB,metabolic_recovery,NL→IT,NL,IT,0.007166,0.011113,55.1,↑,0.450644,NS,15/25,5,5,0.687825052631579
Blood,PlasmaB,metabolic_recovery,NL→IA,NL,IA,0.007166,0.00994,38.7,↑,0.442771,NS,12/20,5,4,0.7553152352941177
Blood,PlasmaB,metabolic_recovery,NL→AR,NL,AR,0.007166,0.008016,11.9,↑,0.633737,NS,8/15,5,3,1.0
Blood,PlasmaB,metabolic_recovery,NL→CR,NL,CR,0.007166,0.010131,41.4,↑,0.359397,NS,11/15,5,3,0.6701678235294118
Blood,PlasmaB,metabolic_recovery,IT→IA,IT,IA,0.011113,0.00994,-10.6,↓,1.0,NS,10/20,5,4,1.0
Blood,PlasmaB,metabolic_recovery,IA→AR,IA,AR,0.00994,0.008016,-19.4,↓,1.0,NS,6/12,4,3,1.0
Blood,PlasmaB,metabolic_recovery,CR→AR,CR,AR,0.010131,0.008016,-20.9,↓,0.7,NS,6/9,3,3,0.7518518518518518
Blood,Myeloid,mito_dysfunction,NL→IT,NL,IT,0.894277,0.950765,6.3,↑,0.015873,*,20/20,4,5,0.06575957142857143
Blood,Myeloid,mito_dysfunction,NL→IA,NL,IA,0.894277,0.938545,5.0,↑,0.114286,NS,14/16,4,4,0.30129945454545454
Blood,Myeloid,mito_dysfunction,NL→AR,NL,AR,0.894277,0.949292,6.2,↑,0.057143,†,12/12,4,3,0.3314294
Blood,Myeloid,mito_dysfunction,NL→CR,NL,CR,0.894277,0.932039,4.2,↑,0.057143,†,12/12,4,3,0.2367352857142857
Blood,Myeloid,mito_dysfunction,IT→IA,IT,IA,0.950765,0.938545,-1.3,↓,0.730159,NS,12/20,5,4,1.0
Blood,Myeloid,mito_dysfunction,IA→AR,IA,AR,0.938545,0.949292,1.1,↑,0.628571,NS,8/12,4,3,1.0
Blood,Myeloid,mito_dysfunction,CR→AR,CR,AR,0.932039,0.949292,1.9,↑,0.7,NS,6/9,3,3,0.8458333333333333
Blood,CD4_T,mito_dysfunction,NL→IT,NL,IT,0.851633,0.939682,10.3,↑,0.015873,*,24/25,5,5,0.23015850000000002
Blood,CD4_T,mito_dysfunction,NL→IA,NL,IA,0.851633,0.920564,8.1,↑,0.063492,†,18/20,5,4,0.8479538947368422
Blood,CD4_T,mito_dysfunction,NL→AR,NL,AR,0.851633,0.950066,11.6,↑,0.035714,*,15/15,5,3,0.517853
Blood,CD4_T,mito_dysfunction,NL→CR,NL,CR,0.851633,0.928006,9.0,↑,0.035714,*,15/15,5,3,0.51786025
Blood,CD4_T,mito_dysfunction,IT→IA,IT,IA,0.939682,0.920564,-2.0,↓,0.285714,NS,15/20,5,4,0.9717814074074074
Blood,CD4_T,mito_dysfunction,IA→AR,IA,AR,0.920564,0.950066,3.2,↑,0.228571,NS,10/12,4,3,0.9206350740740741
Blood,CD4_T,mito_dysfunction,CR→AR,CR,AR,0.928006,0.950066,2.4,↑,0.1,NS,9/9,3,3,0.4833333333333334
Blood,CD8_T,mito_dysfunction,NL→IT,NL,IT,0.873234,0.955922,9.5,↑,0.031746,*,23/25,5,5,0.23015850000000002
Blood,CD8_T,mito_dysfunction,NL→IA,NL,IA,0.873234,0.927747,6.2,↑,0.190476,NS,16/20,5,4,0.8950624444444445
Blood,CD8_T,mito_dysfunction,NL→AR,NL,AR,0.873234,0.955267,9.4,↑,0.071429,†,14/15,5,3,0.6904803333333334
Blood,CD8_T,mito_dysfunction,NL→CR,NL,CR,0.873234,0.927466,6.2,↑,0.392857,NS,11/15,5,3,0.7595235333333333
Blood,CD8_T,mito_dysfunction,IT→IA,IT,IA,0.955922,0.927747,-2.9,↓,0.190476,NS,16/20,5,4,0.613756
Blood,CD8_T,mito_dysfunction,IA→AR,IA,AR,0.927747,0.955267,3.0,↑,0.4,NS,9/12,4,3,0.9666666666666668
Blood,CD8_T,mito_dysfunction,CR→AR,CR,AR,0.927466,0.955267,3.0,↑,0.2,NS,8/9,3,3,0.4461538461538462
Blood,NK,mito_dysfunction,NL→IT,NL,IT,0.833999,0.938252,12.5,↑,0.007937,**,25/25,5,5,0.0920634
Blood,NK,mito_dysfunction,NL→IA,NL,IA,0.833999,0.904851,8.5,↑,0.015873,*,20/20,5,4,0.07671950000000001
Blood,NK,mito_dysfunction,NL→AR,NL,AR,0.833999,0.941506,12.9,↑,0.035714,*,15/15,5,3,0.12946325
Blood,NK,mito_dysfunction,NL→CR,NL,CR,0.833999,0.912135,9.4,↑,0.071429,†,14/15,5,3,0.29592014285714285
Blood,NK,mito_dysfunction,IT→IA,IT,IA,0.938252,0.904851,-3.6,↓,0.111111,NS,17/20,5,4,0.26851825
Blood,NK,mito_dysfunction,IA→AR,IA,AR,0.904851,0.941506,4.1,↑,0.228571,NS,10/12,4,3,0.7365065555555556
Blood,NK,mito_dysfunction,CR→AR,CR,AR,0.912135,0.941506,3.2,↑,0.4,NS,7/9,3,3,0.8923076923076924
Blood,B,mito_dysfunction,NL→IT,NL,IT,0.893597,0.957856,7.2,↑,0.007937,**,25/25,5,5,0.2013905
Blood,B,mito_dysfunction,NL→IA,NL,IA,0.893597,0.945783,5.8,↑,0.111111,NS,17/20,5,4,0.34523775
Blood,B,mito_dysfunction,NL→AR,NL,AR,0.893597,0.965365,8.0,↑,0.035714,*,15/15,5,3,0.207466
Blood,B,mito_dysfunction,NL→CR,NL,CR,0.893597,0.938546,5.0,↑,0.035714,*,15/15,5,3,0.17288833333333334
Blood,B,mito_dysfunction,IT→IA,IT,IA,0.957856,0.945783,-1.3,↓,0.412698,NS,14/20,5,4,0.9973535
Blood,B,mito_dysfunction,IA→AR,IA,AR,0.945783,0.965365,2.1,↑,0.228571,NS,10/12,4,3,0.5523799166666666
Blood,B,mito_dysfunction,CR→AR,CR,AR,0.938546,0.965365,2.9,↑,0.1,NS,9/9,3,3,0.2416666666666667
Blood,PlasmaB,mito_dysfunction,NL→IT,NL,IT,0.893018,0.923588,3.4,↑,0.690476,NS,15/25,5,5,0.8343251666666667
Blood,PlasmaB,mito_dysfunction,NL→IA,NL,IA,0.893018,0.927312,3.8,↑,0.904762,NS,11/20,5,4,0.904762
Blood,PlasmaB,mito_dysfunction,NL→AR,NL,AR,0.893018,0.957021,7.2,↑,0.571429,NS,10/15,5,3,1.0
Blood,PlasmaB,mito_dysfunction,NL→CR,NL,CR,0.893018,0.924765,3.6,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,PlasmaB,mito_dysfunction,IT→IA,IT,IA,0.923588,0.927312,0.4,↑,1.0,NS,10/20,5,4,1.0
Blood,PlasmaB,mito_dysfunction,IA→AR,IA,AR,0.927312,0.957021,3.2,↑,0.228571,NS,10/12,4,3,0.4142849375
Blood,PlasmaB,mito_dysfunction,CR→AR,CR,AR,0.924765,0.957021,3.5,↑,0.4,NS,7/9,3,3,0.6444444444444445
Blood,Myeloid,naive_t,NL→IT,NL,IT,0.056723,0.058793,3.7,↑,1.0,NS,10/20,4,5,1.0
Blood,Myeloid,naive_t,NL→IA,NL,IA,0.056723,0.046154,-18.6,↓,0.685714,NS,10/16,4,4,0.9879117692307692
Blood,Myeloid,naive_t,NL→AR,NL,AR,0.056723,0.044611,-21.4,↓,0.628571,NS,8/12,4,3,0.8285708636363637
Blood,Myeloid,naive_t,NL→CR,NL,CR,0.056723,0.066826,17.8,↑,0.4,NS,9/12,4,3,0.6823529411764707
Blood,Myeloid,naive_t,IT→IA,IT,IA,0.058793,0.046154,-21.5,↓,0.555556,NS,13/20,5,4,1.0
Blood,Myeloid,naive_t,IA→AR,IA,AR,0.046154,0.044611,-3.3,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,naive_t,CR→AR,CR,AR,0.066826,0.044611,-33.2,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,CD4_T,naive_t,NL→IT,NL,IT,0.31844,0.497129,56.1,↑,0.150794,NS,20/25,5,5,0.4858917777777778
Blood,CD4_T,naive_t,NL→IA,NL,IA,0.31844,0.45898,44.1,↑,0.555556,NS,13/20,5,4,0.8479538947368422
Blood,CD4_T,naive_t,NL→AR,NL,AR,0.31844,0.534378,67.8,↑,0.25,NS,12/15,5,3,0.6329362777777777
Blood,CD4_T,naive_t,NL→CR,NL,CR,0.31844,0.453592,42.4,↑,0.25,NS,12/15,5,3,0.5576923076923077
Blood,CD4_T,naive_t,IT→IA,IT,IA,0.497129,0.45898,-7.7,↓,1.0,NS,10/20,5,4,1.0
Blood,CD4_T,naive_t,IA→AR,IA,AR,0.45898,0.534378,16.4,↑,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,CD4_T,naive_t,CR→AR,CR,AR,0.453592,0.534378,17.8,↑,0.2,NS,8/9,3,3,0.7250000000000001
Blood,CD8_T,naive_t,NL→IT,NL,IT,0.287085,0.436341,52.0,↑,0.150794,NS,20/25,5,5,0.54662825
Blood,CD8_T,naive_t,NL→IA,NL,IA,0.287085,0.342521,19.3,↑,0.904762,NS,11/20,5,4,0.9717814074074074
Blood,CD8_T,naive_t,NL→AR,NL,AR,0.287085,0.344097,19.9,↑,0.25,NS,12/15,5,3,0.8763733076923077
Blood,CD8_T,naive_t,NL→CR,NL,CR,0.287085,0.397046,38.3,↑,0.25,NS,12/15,5,3,0.6590909090909092
Blood,CD8_T,naive_t,IT→IA,IT,IA,0.436341,0.342521,-21.5,↓,0.730159,NS,12/20,5,4,1.0
Blood,CD8_T,naive_t,IA→AR,IA,AR,0.342521,0.344097,0.5,↑,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,naive_t,CR→AR,CR,AR,0.397046,0.344097,-13.3,↓,0.4,NS,7/9,3,3,0.58
Blood,NK,naive_t,NL→IT,NL,IT,0.040466,0.068114,68.3,↑,0.095238,†,21/25,5,5,0.2761902
Blood,NK,naive_t,NL→IA,NL,IA,0.040466,0.105035,159.6,↑,0.015873,*,20/20,5,4,0.07671950000000001
Blood,NK,naive_t,NL→AR,NL,AR,0.040466,0.076191,88.3,↑,0.035714,*,15/15,5,3,0.12946325
Blood,NK,naive_t,NL→CR,NL,CR,0.040466,0.089011,120.0,↑,0.035714,*,15/15,5,3,0.29592014285714285
Blood,NK,naive_t,IT→IA,IT,IA,0.068114,0.105035,54.2,↑,0.111111,NS,17/20,5,4,0.26851825
Blood,NK,naive_t,IA→AR,IA,AR,0.105035,0.076191,-27.5,↓,0.4,NS,9/12,4,3,0.7733333333333333
Blood,NK,naive_t,CR→AR,CR,AR,0.089011,0.076191,-14.4,↓,0.7,NS,6/9,3,3,1.0
Blood,B,naive_t,NL→IT,NL,IT,0.083563,0.139766,67.3,↑,0.150794,NS,20/25,5,5,0.3975478181818182
Blood,B,naive_t,NL→IA,NL,IA,0.083563,0.161558,93.3,↑,0.015873,*,20/20,5,4,0.11507925000000001
Blood,B,naive_t,NL→AR,NL,AR,0.083563,0.145237,73.8,↑,0.142857,NS,13/15,5,3,0.31868100000000005
Blood,B,naive_t,NL→CR,NL,CR,0.083563,0.139825,67.3,↑,0.25,NS,12/15,5,3,0.453125
Blood,B,naive_t,IT→IA,IT,IA,0.139766,0.161558,15.6,↑,0.111111,NS,17/20,5,4,0.5370365
Blood,B,naive_t,IA→AR,IA,AR,0.161558,0.145237,-10.1,↓,0.057143,†,12/12,4,3,0.5523799166666666
Blood,B,naive_t,CR→AR,CR,AR,0.139825,0.145237,3.9,↑,0.7,NS,6/9,3,3,0.8826086956521738
Blood,PlasmaB,naive_t,NL→IT,NL,IT,0.034274,0.099135,189.2,↑,0.093693,†,21/25,5,5,0.34523775
Blood,PlasmaB,naive_t,NL→IA,NL,IA,0.034274,0.088968,159.6,↑,0.109855,NS,17/20,5,4,0.402777375
Blood,PlasmaB,naive_t,NL→AR,NL,AR,0.034274,0.021871,-36.2,↓,0.759982,NS,8/15,5,3,1.0
Blood,PlasmaB,naive_t,NL→CR,NL,CR,0.034274,0.103603,202.3,↑,0.133701,NS,13/15,5,3,0.46031700000000003
Blood,PlasmaB,naive_t,IT→IA,IT,IA,0.099135,0.088968,-10.3,↓,0.730159,NS,12/20,5,4,1.0
Blood,PlasmaB,naive_t,IA→AR,IA,AR,0.088968,0.021871,-75.4,↓,0.114286,NS,11/12,4,3,0.30129945454545454
Blood,PlasmaB,naive_t,CR→AR,CR,AR,0.103603,0.021871,-78.9,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,Myeloid,nk_function,NL→IT,NL,IT,0.000802,0.000464,-42.1,↓,0.805701,NS,11/20,4,5,0.93461316
Blood,Myeloid,nk_function,NL→IA,NL,IA,0.000802,0.000403,-49.8,↓,0.771503,NS,9/16,4,4,0.9879117692307692
Blood,Myeloid,nk_function,NL→AR,NL,AR,0.000802,0.000584,-27.2,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,nk_function,NL→CR,NL,CR,0.000802,0.000426,-46.9,↓,0.857143,NS,7/12,4,3,0.9560441153846153
Blood,Myeloid,nk_function,IT→IA,IT,IA,0.000464,0.000403,-13.2,↓,1.0,NS,10/20,5,4,1.0
Blood,Myeloid,nk_function,IA→AR,IA,AR,0.000403,0.000584,44.9,↑,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,nk_function,CR→AR,CR,AR,0.000426,0.000584,37.0,↑,1.0,NS,4/9,3,3,1.0
Blood,CD4_T,nk_function,NL→IT,NL,IT,0.012823,0.008005,-37.6,↓,0.690476,NS,15/25,5,5,0.9101729090909091
Blood,CD4_T,nk_function,NL→IA,NL,IA,0.012823,0.018406,43.5,↑,0.555556,NS,13/20,5,4,0.8479538947368422
Blood,CD4_T,nk_function,NL→AR,NL,AR,0.012823,0.005489,-57.2,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,nk_function,NL→CR,NL,CR,0.012823,0.006063,-52.7,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,nk_function,IT→IA,IT,IA,0.008005,0.018406,129.9,↑,0.190476,NS,16/20,5,4,0.7891148571428571
Blood,CD4_T,nk_function,IA→AR,IA,AR,0.018406,0.005489,-70.2,↓,0.114286,NS,11/12,4,3,0.9206350740740741
Blood,CD4_T,nk_function,CR→AR,CR,AR,0.006063,0.005489,-9.5,↓,1.0,NS,5/9,3,3,1.0
Blood,CD8_T,nk_function,NL→IT,NL,IT,0.056676,0.061511,8.5,↑,0.547619,NS,16/25,5,5,0.9101729090909091
Blood,CD8_T,nk_function,NL→IA,NL,IA,0.056676,0.053681,-5.3,↓,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,CD8_T,nk_function,NL→AR,NL,AR,0.056676,0.059837,5.6,↑,0.785714,NS,9/15,5,3,1.0
Blood,CD8_T,nk_function,NL→CR,NL,CR,0.056676,0.030928,-45.4,↓,0.392857,NS,11/15,5,3,0.7595235333333333
Blood,CD8_T,nk_function,IT→IA,IT,IA,0.061511,0.053681,-12.7,↓,0.904762,NS,11/20,5,4,1.0
Blood,CD8_T,nk_function,IA→AR,IA,AR,0.053681,0.059837,11.5,↑,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,nk_function,CR→AR,CR,AR,0.030928,0.059837,93.5,↑,0.4,NS,7/9,3,3,0.58
Blood,NK,nk_function,NL→IT,NL,IT,0.207943,0.222584,7.0,↑,0.309524,NS,18/25,5,5,0.4986775555555556
Blood,NK,nk_function,NL→IA,NL,IA,0.207943,0.196601,-5.5,↓,0.412698,NS,14/20,5,4,0.6649023333333334
Blood,NK,nk_function,NL→AR,NL,AR,0.207943,0.186056,-10.5,↓,0.25,NS,12/15,5,3,0.5178571428571428
Blood,NK,nk_function,NL→CR,NL,CR,0.207943,0.162181,-22.0,↓,0.071429,†,14/15,5,3,0.29592014285714285
Blood,NK,nk_function,IT→IA,IT,IA,0.222584,0.196601,-11.7,↓,0.190476,NS,16/20,5,4,0.3682536
Blood,NK,nk_function,IA→AR,IA,AR,0.196601,0.186056,-5.4,↓,0.628571,NS,8/12,4,3,0.9593978421052631
Blood,NK,nk_function,CR→AR,CR,AR,0.162181,0.186056,14.7,↑,0.4,NS,7/9,3,3,0.8923076923076924
Blood,B,nk_function,NL→IT,NL,IT,0.021308,0.009432,-55.7,↓,0.420635,NS,17/25,5,5,0.7175538235294118
Blood,B,nk_function,NL→IA,NL,IA,0.021308,0.008049,-62.2,↓,0.285714,NS,15/20,5,4,0.4873944705882354
Blood,B,nk_function,NL→AR,NL,AR,0.021308,0.013085,-38.6,↓,0.785714,NS,9/15,5,3,0.8763733076923077
Blood,B,nk_function,NL→CR,NL,CR,0.021308,0.006123,-71.3,↓,0.392857,NS,11/15,5,3,0.5425168095238095
